Country Name,Country Code,Series Name,Series Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Cabo Verde,CPV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3341.7421054836,3361.09387702205,3383.8422809791,3415.06266730931,3560.1400729534,3719.71306047915,3853.67940035241,4115.90283469406,3255.93628984058,3471.6553421786,3997.76763250653,4195.75433916189
Cambodia,KHM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.26115417,7.10386753,6.70157766,6.19431591,6.11648464,5.65125847,6.06630135,6.84972715,7.11156559,7.53223085,..,..
Cambodia,KHM,Government Effectiveness: Estimate,GE.EST,-0.821808159351349,-0.914554417133331,-0.698889017105103,-0.742889702320099,-0.741827428340912,-0.695688724517822,-0.599801898002625,-0.623299896717072,-0.450370341539383,-0.474705845117569,-0.351413905620575,-0.305874288082123
Cambodia,KHM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.41441452503204,1.48202621936798,1.56673634052277,1.7034615278244,1.87081909179688,2.09646058082581,2.44785928726196,2.82565474510193,3.0023500919342,3.01162648200989,2.88349270820618,2.95115232467651
Cambodia,KHM,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,0.493,0.490684866905212,..,0.491589874029159,..,..,..
Cambodia,KHM,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,412,398,383,366,348,329,308,287,280,285,321,335
Cambodia,KHM,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.12,0.11,0.11,0.1,0.1,0.09,0.09,0.08,0.08,0.08,0.08,..
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.915,69.304,69.736,69.873,70.224,70.515,70.561,70.692,70.416,69.584,69.896,..
Cambodia,KHM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.54793982180955,1.57589601364373,1.65679487926764,1.80162262065368,1.90988363021847,2.06735572691024,2.20844242889682,2.19648130355774,2.45064297618402,2.34734246417442,2.09964232456006,..
Cambodia,KHM,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.103577204048634,-0.136436149477959,0.0231748018413782,0.0633481442928314,0.206190809607506,0.0935096517205238,0.110921673476696,-0.0754886493086815,-0.209065958857536,-0.131522253155708,-0.0980230420827866,0.0444938205182552
Cambodia,KHM,Rule of Law: Estimate,RL.EST,-0.981346189975739,-1.0077155828476,-0.954232573509216,-0.996886312961578,-1.08159899711609,-1.07415091991425,-1.13500821590424,-0.954927742481232,-0.96412593126297,-0.919177949428558,-0.865880906581879,-0.819127440452576
Cambodia,KHM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1295.25271477893,1376.29557595926,1464.53115866927,1547.32010444393,1645.46671578126,1753.93530504662,1884.28374817086,2008.32094006706,1908.63427518336,1938.76436741728,2010.76673658328,2083.59301849948
Cameroon,CMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.9310236,3.63111043,3.78765464,3.59505081,3.5937767,3.39752436,3.61970162,3.65157914,3.77177453,3.82407379,..,..
Cameroon,CMR,Government Effectiveness: Estimate,GE.EST,-0.905474781990051,-0.925760507583618,-0.81291788816452,-0.833807587623596,-0.822786748409271,-0.861256957054138,-0.857635021209717,-0.866082966327667,-0.931410908699036,-0.904558956623077,-0.881507813930511,-0.906262576580048
Cameroon,CMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.60306000709534,2.6554799079895,2.58396005630493,2.65791988372803,2.56234002113342,3.05962991714478,3.03096008300781,3.04739952087402,3.10390138626099,2.82764077186584,2.61768436431885,..
Cameroon,CMR,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,0.394,0.393320679664612,..,0.397401511669159,..,..,..
Cameroon,CMR,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,242,235,220,212,203,194,186,179,171,164,157,150
Cameroon,CMR,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,1.36,1.21,1.15,1,0.94,0.82,0.72,0.64,0.54,0.46,0.36,..
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.792,58.476,58.935,59.658,60.233,60.81,61.18,61.584,60.833,60.333,60.958,..
Cameroon,CMR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.17534857560788,1.16504114303499,1.10497962306915,1.09889864309409,1.14642434992604,1.13837382188187,1.07600981816736,1.06457837839838,0.96440732254506,0.978117031343036,0.94915422763619,..
Cameroon,CMR,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,37.5,..,..,..,..,..,..,41,..,..
Cameroon,CMR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.588517427444458,-0.53223729133606,-1.05925238132477,-0.989914000034332,-1.06121301651001,-1.09150505065918,-1.40180146694183,-1.56182324886322,-1.51367974281311,-1.39408874511719,-1.37962925434113,-1.40043640136719
Cameroon,CMR,Rule of Law: Estimate,RL.EST,-1.04293036460876,-1.05831813812256,-0.897853672504425,-0.998327970504761,-1.0590637922287,-1.05129599571228,-1.10305547714233,-1.14145791530609,-1.16767132282257,-1.11640584468842,-1.03893566131592,-1.03819787502289
Cameroon,CMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1319.66961634054,1347.2130636706,1381.81938454907,1415.00009710569,1435.61830727839,1444.90682916573,1461.01969999317,1470.31785276187,1434.51913723409,1443.57600237663,1458.66180431693,1466.76885819356
Canada,CAN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.50971508,10.41174984,10.25765324,10.73869705,11.0319252,10.90631104,10.90542507,11.00887775,13.0351181,12.3341074,11.15471363,..
Canada,CAN,Government Effectiveness: Estimate,GE.EST,1.75697004795074,1.78074109554291,1.75371766090393,1.7309353351593,1.7445410490036,1.81557297706604,1.67513394355774,1.69731068611145,1.59831285476685,1.5614572763443,1.56661772727966,1.51680326461792
Canada,CAN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.69258737564087,4.5890097618103,4.84358978271484,4.7393798828125,4.81642007827759,4.95996999740601,4.8889799118042,4.77293014526367,4.88794994354248,4.74860000610352,4.13957166671753,..
Canada,CAN,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,0.799,0.800089955329895,..,0.797520101070404,..,..,..
Canada,CAN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,5.4,5.3,5.1,5.2,5.5,5.6,5.5,5.8,5.3,5.7,5.8,5.8
Canada,CAN,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,..,..,..
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.6636585365854,81.7448780487805,81.7843902439025,81.8156097560976,81.9248780487805,81.8329268292683,81.8439024390244,82.2239024390244,81.6604878048781,81.5870731707317,81.2956097560976,..
Canada,CAN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.11840459807104,1.00236720047397,0.989925299438869,1.15270937445521,1.16416156719089,1.35189646465708,1.3176781061648,1.28451224366918,1.40083568623706,1.26729446473527,1.23665591258666,..
Canada,CAN,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.11301624774933,1.06142175197601,1.17550384998322,1.26233685016632,1.24041163921356,1.08968114852905,0.963971078395844,0.994933545589447,1.01318228244781,0.962336957454681,0.780681550502777,0.822420537471771
Canada,CAN,Rule of Law: Estimate,RL.EST,1.75642120838165,1.74750757217407,1.88629722595215,1.8071414232254,1.8009147644043,1.76343929767609,1.71514165401459,1.71977615356445,1.61910331249237,1.59289026260376,1.56462013721466,1.47300565242767
Canada,CAN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,42320.6431282192,42851.1705330235,43643.2356474848,43594.1941045394,43551.3426018259,44339.3886692751,44907.3436837248,45100.2914903262,42366.1285192527,44359.6167266713,45227.1447354204,44468.7475023539
Cayman Islands,CYM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Government Effectiveness: Estimate,GE.EST,1.24758815765381,1.22108125686646,1.17518138885498,1.13053154945374,1.14072906970978,1.18245005607605,1.1579931974411,1.12508857250214,1.07495975494385,1.23985493183136,1.26231098175049,1.2372350692749
Cayman Islands,CYM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,2.16376948356628,1.13670003414154,1.45542001724243,1.31253004074097,1.48894000053406,..
Cayman Islands,CYM,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,12,9.8,0,13,5.5,7.1,5.2,6.8,3.3,3.3,9.6,4.7
Cayman Islands,CYM,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,82.009756097561,..,..
Cayman Islands,CYM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.959384381771088,1.01761531829834,1.04634726047516,1.12869369983673,1.14077579975128,1.1626113653183,1.11083495616913,1.40152549743652,1.45647096633911,1.62477588653564,1.66074180603027,1.62560141086578
Cayman Islands,CYM,Rule of Law: Estimate,RL.EST,0.890999794006348,0.895762860774994,0.586524128913879,0.78342866897583,0.764110445976257,0.744043588638306,0.739683032035828,0.733536839485168,0.726127982139587,0.741448163986206,0.721070349216461,0.721784949302673
Cayman Islands,CYM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,77074.3890872511,76038.879554035,76104.6215727416,76379.2095108681,77031.8643873625,77717.1752058822,79305.769672996,80714.5718222987,75199.6450417809,77285.7966767064,79587.3887913705,81411.6457813075
Central African Republic,CAF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.91814446,4.76660204,4.56557369,5.03434181,5.44402313,6.66541576,10.99657822,7.76124763,8.98538017,9.06853294,..,..
Central African Republic,CAF,Government Effectiveness: Estimate,GE.EST,-1.45320987701416,-1.62575948238373,-1.88091146945953,-1.81107401847839,-1.80731046199799,-1.79250860214233,-1.7354371547699,-1.78027617931366,-1.72879374027252,-1.67319357395172,-1.71030342578888,-1.73500919342041
Central African Republic,CAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.98034727573395,2.6382143497467,2.22015333175659,1.91022861003876,1.75408899784088,1.75365018844604,1.56587600708008,1.76792073249817,2.14468050003052,1.87251687049866,2.11509132385254,..
Central African Republic,CAF,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,0.291631907224655,..,..,..
Central African Republic,CAF,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,540,540,540,540,540,540,540,540,540,540,540,540
Central African Republic,CAF,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,2.08,2.12,1.93,1.88,1.72,1.69,1.73,1.63,1.6,1.69,1.57,..
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.686,50.902,50.566,52.793,53.46,53.721,54.369,55.025,54.604,53.895,54.477,..
Central African Republic,CAF,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.70284520206217,2.83390827023391,2.02965439546462,1.57531677890907,1.47163796004867,1.34269739488284,1.34036392144962,1.78995351694328,1.85902824417583,2.15034556057488,1.69643629147357,..
Central African Republic,CAF,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.85292291641235,-2.15489673614502,-2.69919323921204,-1.89358747005463,-1.77954876422882,-1.99353337287903,-2.17220759391785,-2.13587546348572,-2.23627758026123,-2.12685298919678,-2.20505237579346,-2.20310711860657
Central African Republic,CAF,Rule of Law: Estimate,RL.EST,-1.43880379199982,-1.80943930149078,-1.70663821697235,-1.71155834197998,-1.8510274887085,-1.75811660289764,-1.7171630859375,-1.76526069641113,-1.75423848628998,-1.68871343135834,-1.69991219043732,-1.75950109958649
Central African Republic,CAF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,553.729578314912,349.821171688973,351.561554911625,366.322853938121,376.858254120398,387.35795131742,395.020015455909,401.82582161435,398.834274122139,396.020622931961,399.106838645128,398.330979969132
Chad,TCD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.8560791,4.06645298,4.27316904,4.52395248,4.73396969,4.64740467,4.56768799,4.59277868,5.53655243,5.19022274,..,..
Chad,TCD,Government Effectiveness: Estimate,GE.EST,-1.48623263835907,-1.38974499702454,-1.51098120212555,-1.49103915691376,-1.55941104888916,-1.50938868522644,-1.56226944923401,-1.60712659358978,-1.51073718070984,-1.46098041534424,-1.42367351055145,-1.4791487455368
Chad,TCD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.20615005493164,2.85070991516113,2.32031226158142,2.3428316116333,2.38847589492798,2.45481991767883,2.25947499275208,2.37245798110962,2.73960399627686,2.8881299495697,2.53867292404175,..
Chad,TCD,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,0.293,0.299028992652893,..,0.299782782793045,..,..,..
Chad,TCD,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,146,146,145,144,144,143,142,142,141,140,140,139
Chad,TCD,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.56,0.5,0.46,0.47,0.44,0.4,0.35,0.31,0.28,0.24,0.22,..
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.54,50.781,51.202,51.589,52.083,52.308,52.825,53.259,52.777,52.525,52.997,..
Chad,TCD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,5.59231305484892,2.80651400580688,2.01882184522788,3.03647373488254,2.19725711802673,2.29501121325841,2.13540448781191,3.0134189589789,2.80826952779774,2.92548684152958,..
Chad,TCD,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,79.3,..,..,..,80.9,..
Chad,TCD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.04411733150482,-1.08947229385376,-1.56888270378113,-0.973281741142273,-1.30189418792725,-1.28639268875122,-1.47801554203033,-1.35045111179352,-1.25522029399872,-1.38986551761627,-1.47040486335754,-1.55946290493011
Chad,TCD,Rule of Law: Estimate,RL.EST,-1.46390414237976,-1.39795160293579,-1.15071153640747,-1.21115374565125,-1.40784251689911,-1.31842732429504,-1.33122742176056,-1.31430351734161,-1.33126771450043,-1.34221231937408,-1.37356173992157,-1.35423922538757
Chad,TCD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,713.813698623546,728.044325802741,750.984908083218,747.588448455507,679.167834353956,637.440946195503,631.014596004206,630.861050028594,601.325555951846,574.17448671329,570.220902592433,567.181912180859
Channel Islands,CHI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.339,81.516,81.884,81.433,81.366,81.331,81.375,81.39,81.264,81.232,81.583,..
Channel Islands,CHI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,60866.0849987586,60784.8478914812,61897.0637766157,61852.0736534587,62438.4790204275,63397.7522093386,63864.3737319613,64598.9625102059,58640.7349454753,64272.1114653859,67513.5801037972,69822.9529944005
Chile,CHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.01951313,7.47552633,7.84150124,8.3513937,8.55767059,9.090518,9.22575188,9.36262131,9.72726822,9.34327984,9.00162983,..
Chile,CHL,Government Effectiveness: Estimate,GE.EST,1.17844355106354,1.15803158283234,1.03507494926453,0.918835580348969,0.833843767642975,0.809455633163452,0.907178461551666,0.863498628139496,0.705044686794281,0.590294063091278,0.546218276023865,0.71755576133728
Chile,CHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,4.54814004898071,4.75167989730835,4.90390014648438,5.3664698600769,5.43278980255127,5.473060131073,5.62630987167358,5.62993001937866,4.99923992156982,..,..
Chile,CHL,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,0.674,0.665265142917633,..,0.651604175567627,..,..,..
Chile,CHL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,16,16,15,16,16,17,18,17,14,16,17,18
Chile,CHL,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.21,0.22,0.23,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.25,..
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.023,79.339,79.473,79.746,80.079,80.35,80.133,80.326,79.377,78.944,79.519,..
Chile,CHL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.04588025146131,1.99462247217943,1.96710687686468,1.90962335490079,1.92415844831483,1.94059253045695,1.87761395663911,1.86200539727185,2.09077465277936,1.93228691717414,1.8339814713597,..
Chile,CHL,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,0.6,..,0.5,..,0.4,..,..,1.8,..,0.5,..
Chile,CHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.331102102994919,0.363742530345917,0.447516918182373,0.424871742725372,0.402406215667725,0.406281590461731,0.412769764661789,-0.0161215793341398,0.0440445058047771,0.161427184939384,0.13208432495594,0.13615994155407
Chile,CHL,Rule of Law: Estimate,RL.EST,1.28765678405762,1.25513780117035,1.34870362281799,1.21972906589508,0.96039354801178,0.981475472450256,0.940260529518127,0.924216628074646,0.930162131786346,0.889890670776367,0.688454449176788,0.625093758106232
Chile,CHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,12882.8344179443,13182.7329616958,13285.9540361176,13433.9202985339,13505.0977104931,13473.3458532575,13763.0068840877,13630.5935431699,12679.0240036611,14053.8743826368,14272.2709917484,14226.5180749128
China,CHN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.56584787,4.71490669,4.77790594,4.93827963,4.97955608,5.06592178,5.16790485,5.3502779,5.59359741,5.38360548,..,..
China,CHN,Government Effectiveness: Estimate,GE.EST,0.0153677640482783,-0.00512068951502442,0.354851633310318,0.417423009872437,0.356383770704269,0.416875630617142,0.496678441762924,0.544862508773804,0.643971681594849,0.80791163444519,0.494212538003922,0.679014027118683
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.29788875579834,4.1298041343689,4.10536003112793,4.24201250076294,4.20638513565063,4.11133146286011,4.02442407608032,4.05939483642578,4.2333812713623,3.98832511901855,4.02356958389282,..
China,CHN,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,0.673,0.64709883928299,..,0.65310263633728,..,..,..
China,CHN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,73,70,67,65,63,62,61,58,58,55,52,52
China,CHN,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.192,76.452,76.717,76.977,77.218,77.248,77.744,77.968,78.077,78.211,78.587,..
China,CHN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.70094267160117,1.7143409229625,1.73840928794394,1.77677106896806,1.7688865902507,1.71124264388853,1.67357820944542,1.68291101151296,1.75669947098837,1.61307386433133,1.59538074333145,..
China,CHN,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.538782060146332,-0.543789923191071,-0.522584021091461,-0.552559673786163,-0.502221345901489,-0.232558101415634,-0.298572480678558,-0.259780675172806,-0.474127858877182,-0.516462862491608,-0.45127671957016,-0.513097047805786
China,CHN,Rule of Law: Estimate,RL.EST,-0.545384466648102,-0.52588939666748,-0.396053194999695,-0.408455699682236,-0.32396873831749,-0.255178093910217,-0.186479195952415,-0.261681526899338,-0.102505102753639,0.0102688856422901,-0.04217629134655,-0.0401299707591534
China,CHN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6591.66249405644,7056.42309152349,7532.78530130172,8016.44559489998,8516.52874235572,9053.22872461936,9619.20947510677,10155.5108830542,10358.1699971792,11223.2553476968,11555.9302384568,12175.1961147248
Colombia,COL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.74601603,7.01724052,7.18553209,7.52338552,7.53117037,7.67864323,7.62541437,7.77954912,8.71432114,9.01772404,..,..
Colombia,COL,Government Effectiveness: Estimate,GE.EST,-0.00116499257273972,0.0531518310308456,-0.135854035615921,-0.0937390848994255,-0.03696658462286,-0.140821367502213,-0.139370113611221,0.0327151045203209,0.00847531855106354,-0.0478276498615742,0.01379637978971,-0.075877919793129
Colombia,COL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Colombia,COL,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,0.593,0.598653852939606,..,0.60433030128479,..,..,..
Colombia,COL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,33,32,31,31,33,33,33,35,34,41,47,46
Colombia,COL,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.2,0.19,0.19,0.19,0.19,0.2,0.2,0.2,0.19,0.19,0.16,..
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.597,75.827,76.043,76.257,76.471,76.646,76.748,76.752,74.769,72.83,73.659,..
Colombia,COL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.15600586340429,3.27226285651869,3.10825884811044,3.10996008410671,3.07113102611539,3.20809672439436,3.0332327385044,3.14565669372153,3.53352644737909,3.23758910406394,3.07910775361056,..
Colombia,COL,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,8.1,7.2,6.4,5.8,5.6,5,5.1,5.9,7.8,7.7,6.5,..
Colombia,COL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.40181040763855,-1.29197180271149,-1.11459410190582,-1.0726637840271,-0.887163996696472,-0.779457807540894,-0.806941986083984,-0.979486107826233,-0.701150059700012,-0.954574346542358,-0.62995833158493,-0.717313230037689
Colombia,COL,Rule of Law: Estimate,RL.EST,-0.32591912150383,-0.38826909661293,-0.252291530370712,-0.24723581969738,-0.266068160533905,-0.366633266210556,-0.383742153644562,-0.391183972358704,-0.491402626037598,-0.470828503370285,-0.427760243415833,-0.458272933959961
Colombia,COL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5675.75617978305,5910.80592301166,6121.83982019825,6248.51490534512,6316.07067782542,6309.67745292518,6353.5464285392,6439.96359812647,5891.95523215403,6457.16921807086,6854.20923557884,6819.17983072755
Comoros,COM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.17354631,5.10299349,5.23849726,4.60089922,4.65263557,5.26807451,4.90318584,5.18044472,5.86521959,6.33513117,..,..
Comoros,COM,Government Effectiveness: Estimate,GE.EST,-1.6018477678299,-1.6100869178772,-1.73866128921509,-1.6414749622345,-1.6781952381134,-1.67703437805176,-1.71606528759003,-1.75331044197083,-1.64305281639099,-1.81384289264679,-1.68305671215057,-1.53510224819183
Comoros,COM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.74783992767334,2.3827600479126,2.74472999572754,2.5450599193573,..,..,..,..,2.37805080413818,2.27485394477844,2.43164420127869,..
Comoros,COM,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,..,..,..,..,..,0.409,0.400950133800507,..,0.40468829870224,..,..,..
Comoros,COM,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,34,34,35,35,35,35,35,35,35,35,35,35
Comoros,COM,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,..
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.834,62.224,62.516,62.896,63.237,63.625,63.912,64.068,64.166,63.417,63.68,..
Comoros,COM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,26.3,..,..,..,..,..,..,..,..,..
Comoros,COM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.452308028936386,-0.256929188966751,-0.186910167336464,-0.244471609592438,0.0220019221305847,0.0224080048501492,-0.361612617969513,-0.176797673106194,-0.287384897470474,-0.22799064218998,-0.226411357522011,-0.226316764950752
Comoros,COM,Rule of Law: Estimate,RL.EST,-1.07892954349518,-0.955367743968964,-0.898686826229095,-0.852907538414001,-1.04841732978821,-1.10258769989014,-1.14288258552551,-1.15722632408142,-1.27696967124939,-1.25784337520599,-1.3146048784256,-1.34128475189209
Comoros,COM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1313.58194779807,1343.54690686187,1342.32965963909,1329.37048235986,1345.62616538094,1369.41180288464,1391.84570443398,1389.36488019886,1359.7070894329,1359.76286116275,1368.37463227743,1382.51969363483
